888,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,889,890
1036,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,593,593,593,593,593,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1038
1036,1037,1037,1037,1037,1037,1037,1037,1037,1037,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,1037,1037,1037,1037,593,593,593,593,593,593,593,593,593,593,593,593,593,1037,1037,1038
1036,1037,1037,1037,1037,1037,1037,1037,1037,1037,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,1037,1038
1036,1037,1037,1037,1037,1037,1037,1037,1037,1037,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,1037,1037,1038
1036,1037,1037,1037,1037,1037,1037,1037,1037,1037,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,1037,1037,1038
1036,1037,1037,1037,1037,1037,1037,1037,1037,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,1037,1038
1036,1037,1037,1037,1037,1037,1037,1037,1037,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,1037,1038
1036,1037,1037,1037,1037,1037,1037,1037,1037,5329,5329,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,1037,1038
1036,1037,1037,1037,1037,1037,1037,1037,1037,5329,5329,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,1037,1038
1036,1037,1037,1037,1037,1037,1037,1037,1037,5329,5329,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,593,1037,1038
